x_uav,y_uav,z_uav,velocity_x,velocity_y,velocity_z,snr,aoa,aod,wind_speed,wind_direction,battery_level,mission_type,target_next_x,target_next_y,target_next_z,target_next_velocity_x,target_next_velocity_y,target_next_velocity_z,target_optimal_beam_strength,target_energy_consumption,target_flight_stability,target_communication_quality
-11.650004,331.646119,70.525813,1.308636,0.793694,0.322661,-10.0,-17.333592,-20.361329,2.458239,348.463203,10.0,2,-10.331602,332.538462,70.832445,1.170433,0.718781,0.438756,0.0,5.156416,0.779915,0.0
-10.179996,332.665307,70.781497,1.470008,1.019188,0.255684,-10.0,-18.175743,-25.56669,4.873586,305.775459,10.0,2,-8.734481,333.698517,71.051768,1.328004,0.759847,0.33731,0.0,5.180694,0.80678,0.0
-8.634933,333.605039,71.01942,1.545063,0.939732,0.237923,-10.0,-16.396921,-15.582901,3.533025,345.093665,10.0,2,-7.149304,334.586781,71.272447,1.977427,1.259913,0.331558,0.0,5.182399,0.698633,0.0
-7.234871,334.646668,71.386767,1.400062,1.041629,0.367347,-10.0,-22.134867,-21.759402,1.082439,27.108074,10.0,2,-5.798736,335.729773,71.729501,1.050879,0.955824,0.134586,0.0,5.178329,0.822547,0.0
-5.991941,335.804717,71.811783,1.24293,1.158049,0.425016,-10.0,-16.591965,-16.666654,1.195636,118.534996,10.0,2,-4.739951,336.987544,72.280066,1.375403,1.134094,0.375211,0.0,5.175117,0.602981,0.0
-4.577852,336.56759,72.337928,1.414089,0.762873,0.526145,-10.0,-14.28933,-20.241478,5.867733,35.091248,10.0,2,-3.194209,337.243557,72.835068,1.309192,0.767524,0.436037,0.0,5.16907,0.679442,0.0
-3.339673,337.217152,72.921368,1.238179,0.649562,0.58344,-10.0,-15.978115,-13.385546,9.660907,332.713186,10.0,2,-2.04958,337.947986,73.479619,1.422316,0.976638,0.655027,0.0,5.151506,0.675694,0.0
-2.263998,337.804205,73.431543,1.075675,0.587053,0.510175,-10.0,-16.122338,-19.162087,3.016907,250.627745,10.0,2,-1.186177,338.372689,73.946313,1.149693,-0.049403,0.317536,0.0,5.13274,0.676211,0.0
-1.342464,338.853278,74.031181,0.921534,1.049073,0.599638,-10.0,-20.696329,-15.607186,11.377059,218.794314,10.0,2,-0.410675,339.971179,74.678986,0.867257,0.776158,0.480812,0.0,5.151965,0.791039,0.0
-0.598937,340.043941,74.523196,0.743527,1.190663,0.492015,-10.0,-16.83642,-17.922547,0.531826,120.386854,10.0,2,0.120607,341.215433,74.991937,0.646359,1.166332,0.467229,0.0,5.148748,0.828084,0.0
0.453559,341.028056,74.962182,1.052496,0.984115,0.438986,-10.0,-21.201264,-24.614184,4.457654,231.838644,10.0,2,1.465408,342.016449,75.395735,0.824374,1.228396,0.405621,0.0,5.15063,0.80037,0.0
1.370771,342.135293,75.442684,0.917212,1.107237,0.480502,-10.0,-19.855058,-23.073363,0.878822,211.128003,10.0,2,2.319621,343.223579,75.884151,0.784623,0.894659,0.358089,0.0,5.151596,0.559591,0.0
2.097216,343.617854,76.022444,0.726445,1.482561,0.57976,-10.0,-14.566434,-8.915126,9.569432,292.598384,10.0,2,2.824078,345.103706,76.607693,0.947613,1.384628,0.553888,0.0,5.174981,0.641893,0.0
2.950998,345.160346,76.596436,0.853782,1.542492,0.573992,-10.0,-15.622237,-21.822343,6.941284,82.262572,10.0,2,3.894535,346.63626,77.166501,0.868881,1.453705,0.590433,0.0,5.18541,0.673523,0.0
3.753801,346.595273,77.16272,0.802803,1.434927,0.566284,-10.0,-16.696438,-13.227689,4.736748,100.510644,10.0,2,4.510134,348.008261,77.758846,0.813169,1.34332,0.680338,0.0,5.173902,0.826556,0.0
4.515706,347.677698,77.816199,0.761905,1.082425,0.653479,-10.0,-20.705196,-18.070356,3.343846,111.315432,10.0,2,5.189875,348.734397,78.481096,0.579284,1.07329,0.610166,0.0,5.14762,0.55731,0.0
5.439158,348.989869,78.470579,0.923452,1.312171,0.65438,-10.0,-17.296445,-14.985075,4.747663,88.502155,10.0,2,6.376211,350.256165,79.177924,1.062525,1.306472,0.551588,0.0,5.173285,0.829974,0.0
6.439444,350.404116,79.170133,1.000286,1.414247,0.699554,-10.0,-16.606002,-15.643453,5.998383,274.5974,10.0,2,7.525484,351.804842,79.853562,1.266172,1.500932,0.70246,0.0,5.186817,0.616984,0.0
7.458467,351.818395,79.923855,1.019023,1.414279,0.753722,-10.0,-14.758971,-15.495306,3.390195,259.546726,10.0,2,8.571958,353.19653,80.6746,1.091808,1.515423,0.821179,0.0,5.189913,0.833534,0.0
8.390895,353.123402,80.6814,0.932428,1.305007,0.757545,-10.0,-13.394952,-24.908102,2.102133,168.775389,10.0,2,9.367325,354.350133,81.454041,1.040371,1.308472,0.753785,0.0,5.177379,0.676696,0.0
9.385306,354.332283,81.360444,0.994411,1.208881,0.679044,-10.0,-15.58927,-20.071471,1.103905,331.177344,10.0,2,10.388301,355.527016,82.067126,1.187236,1.429969,0.654839,0.0,5.170627,0.636149,0.0
10.484559,355.650151,82.107075,1.099253,1.317868,0.746631,-10.0,-6.548057,-10.620721,16.77087,257.049437,10.0,2,11.612162,356.957173,82.874812,1.005971,1.795384,0.757274,0.0,5.187152,0.698922,0.0
11.348798,356.708644,82.724691,0.864239,1.058493,0.617616,-10.0,-9.539921,-5.118467,5.409914,132.898659,10.0,2,12.312894,357.821237,83.312953,1.026667,1.062315,0.601109,0.0,5.149959,0.736888,0.0
12.414836,357.65149,83.286291,1.066038,0.942846,0.5616,-10.0,-15.01463,-8.925323,5.706614,141.021846,10.0,2,13.505992,358.596053,83.86273,1.138816,0.838154,0.631987,0.0,5.152996,0.782744,0.0
13.44627,358.437159,83.89408,1.031434,0.785669,0.607789,-10.0,-10.309058,-4.820059,4.709277,175.575528,10.0,2,14.459849,359.143724,84.489027,1.468088,1.114516,0.650598,0.0,5.143197,0.7002,0.0
14.820644,359.264826,84.463818,1.374374,0.827667,0.569738,-10.0,-12.419522,-22.669028,8.064171,87.176163,10.0,2,16.17147,360.089119,85.036763,1.567909,0.765261,0.511463,0.0,5.170251,0.712678,0.0
16.074752,359.75189,84.984566,1.254108,0.487064,0.520748,-10.0,-6.144409,-13.839998,5.882963,172.280544,10.0,2,17.346064,360.19976,85.503897,1.039713,0.487972,0.569228,0.0,5.144264,0.794811,0.0
17.058036,360.31845,85.467357,0.983284,0.56656,0.482791,-10.0,-9.238286,-4.832943,2.092532,92.119397,10.0,2,18.028408,360.9348,85.964835,1.157889,0.345207,0.472485,0.0,5.123326,0.960377,0.0
18.399627,361.234467,86.023344,1.341591,0.916017,0.555987,-10.0,-9.741099,-14.824512,0.925049,139.920101,10.0,2,19.814171,362.189322,86.575208,1.348556,0.862451,0.375215,0.0,5.1717,0.908152,0.0
19.932094,362.059638,86.588545,1.532467,0.825171,0.565201,-10.0,-10.524855,-8.213432,4.229485,256.728511,10.0,2,21.380482,363.019129,87.169712,1.515952,0.657645,0.561154,0.0,5.182998,0.689131,0.0
22.159942,364.028993,86.606037,2.227848,1.969355,0.017492,-10.0,-12.879795,-10.146303,1.175261,82.631838,10.0,2,24.474934,365.982512,86.582033,2.395921,1.914162,0.111796,0.0,5.297355,0.796531,0.0
24.399439,366.260016,86.608614,2.239497,2.231023,0.002577,-10.0,-11.913306,-6.818851,1.311779,48.686683,10.0,2,26.75551,368.577314,86.614719,1.909958,2.219938,-0.036107,0.0,5.316114,0.638379,0.0
26.474207,368.348058,86.590823,2.074768,2.088042,-0.017791,-10.0,-6.633457,-5.200344,2.058369,127.396946,10.0,2,28.57043,370.480168,86.579693,2.119748,2.099737,-0.031633,0.0,5.294362,0.668612,0.0
28.597228,370.516533,86.59106,2.123021,2.168475,0.000237,-10.0,-6.409515,-7.154034,2.767299,321.12839,10.0,2,30.77029,372.64954,86.606215,2.129664,2.572714,-0.021393,0.0,5.303472,0.821612,0.0
30.442588,372.58087,86.679344,1.84536,2.064337,0.088284,-10.0,-2.131976,4.788623,2.336289,127.530829,10.0,2,32.259873,374.638049,86.741517,1.708551,1.87896,-0.042388,0.0,5.277031,0.894754,0.0
32.561976,374.894419,86.817607,2.119388,2.313549,0.138263,-10.0,-9.291845,-0.182054,1.204341,80.140648,10.0,2,34.670034,377.213434,86.918149,2.03651,2.415637,0.173749,0.0,5.314061,0.716252,0.0
34.591922,377.152275,86.998193,2.029946,2.257856,0.180586,-10.0,-7.669272,8.621215,0.914732,62.294316,10.0,2,36.690905,379.358446,87.128016,1.962132,2.316561,0.164391,0.0,5.304158,0.717593,0.0
36.48744,379.361515,87.129242,1.895518,2.20924,0.131049,-10.0,-4.169304,-9.367931,2.19976,146.370748,10.0,2,38.450369,381.645458,87.275883,1.895715,2.208862,0.182928,0.0,5.291392,0.594475,0.0
38.285821,382.012648,87.230241,1.798381,2.651133,0.100999,-10.0,-1.248454,2.728078,3.861278,53.556687,10.0,2,40.043263,384.624296,87.372666,1.81581,3.066445,0.019173,0.0,5.320513,0.959401,0.0
39.996525,384.75221,87.430994,1.710704,2.739562,0.200753,-10.0,-3.684005,-12.24205,5.408545,116.364088,10.0,2,41.744468,387.572742,87.605081,1.517055,2.949994,0.313532,0.0,5.323605,0.859207,0.0
41.751058,387.399759,87.705247,1.754533,2.647549,0.274253,-10.0,-4.031946,-6.751136,2.317684,40.214204,10.0,2,43.446642,390.080514,87.982413,1.747455,2.71328,0.126858,0.0,5.318796,0.895635,0.0
43.43064,390.220315,88.040623,1.679582,2.820556,0.335376,-10.0,-3.112326,-6.720164,11.616248,97.898689,10.0,2,45.058614,393.11817,88.358519,1.565353,2.343176,0.170825,0.0,5.329985,0.603034,0.0
45.254098,392.74175,88.421216,1.823458,2.521435,0.380593,-10.0,3.600319,14.38558,5.218669,245.359466,10.0,2,47.089607,395.233593,88.738549,1.574911,2.416355,0.346082,0.0,5.313488,0.647739,0.0
47.116518,395.271376,88.880338,1.86242,2.529626,0.459122,-10.0,-2.006972,-4.251611,2.261835,211.879472,10.0,2,48.953744,397.836589,89.328777,1.497897,2.352157,0.32461,0.0,5.317465,0.805838,0.0
48.666646,397.473408,89.266974,1.550128,2.202032,0.386636,-10.0,-4.822139,-4.050373,3.414782,306.495794,10.0,2,50.183181,399.634763,89.641402,1.447446,2.226327,0.328484,0.0,5.272054,0.545734,0.0
50.318058,399.705256,89.644193,1.651412,2.231848,0.377219,-10.0,-4.900788,-9.422594,2.567608,155.095088,10.0,2,51.983697,401.899729,89.994465,1.536968,1.845965,0.329653,0.0,5.280189,0.709142,0.0
51.879333,401.987674,90.181241,1.561275,2.282418,0.537048,-10.0,3.942308,10.534624,1.267253,154.544022,10.0,2,53.408918,404.213632,90.77469,1.60423,1.959943,0.793087,0.0,5.281699,0.75955,0.0
53.731514,403.808019,90.747131,1.852181,1.820345,0.56589,-10.0,0.580872,-2.18051,6.015964,215.093928,10.0,2,55.652377,405.596395,91.334205,1.6802,1.65198,0.684318,0.0,5.265791,0.765788,0.0
55.412932,405.114193,91.275468,1.681418,1.306174,0.528337,-10.0,2.386256,15.783749,2.676019,315.703544,10.0,2,57.121976,406.433967,91.79708,1.551488,1.259177,0.509429,0.0,5.219372,0.749194,0.0
57.154365,406.316981,91.729991,1.741433,1.202788,0.454523,-10.0,-2.415353,-7.48969,3.946598,53.975048,10.0,2,58.873199,407.56976,92.178153,1.476593,1.488971,0.480886,0.0,5.216469,0.788155,0.0
58.64939,407.518393,92.266639,1.495025,1.201412,0.536648,-10.0,-5.189331,-0.285723,1.938401,214.234717,10.0,2,60.109805,408.71017,92.82862,1.5482,1.006674,0.689279,0.0,5.19916,0.787071,0.0
60.114526,408.837979,92.741948,1.465136,1.319586,0.475309,-10.0,0.033987,-6.051144,9.260635,301.131497,10.0,2,61.58278,410.078061,93.23448,1.29096,1.401948,0.556034,0.0,5.202826,0.824577,0.0
61.91099,410.320663,93.234029,1.796464,1.482684,0.492081,-10.0,6.685255,3.929034,2.255782,271.110045,10.0,2,63.764114,411.761971,93.736206,1.84223,1.545832,0.250106,0.0,5.238071,0.839617,0.0
63.830711,411.903506,93.757703,1.919721,1.582843,0.523674,-10.0,5.412126,1.813209,2.409392,8.401926,10.0,2,65.780193,413.580407,94.252188,1.894657,1.795623,0.580658,0.0,5.254263,0.821079,0.0
65.218832,413.537919,94.318725,1.388121,1.634413,0.561022,-10.0,0.75979,3.799448,7.167126,265.128259,10.0,2,66.638548,415.131955,94.878644,1.08319,1.791489,0.546018,0.0,5.221651,0.769295,0.0
66.712503,415.16311,94.953811,1.493671,1.625191,0.635086,-10.0,7.539955,11.517245,4.910242,211.010916,10.0,2,68.178066,416.748813,95.591959,1.862312,1.626377,0.755278,0.0,5.229687,0.763151,0.0
68.110991,416.748887,95.505816,1.398488,1.585777,0.552005,-10.0,0.618991,3.235435,4.183234,9.13024,10.0,2,69.516322,418.354134,96.051882,2.159831,1.679467,0.562517,0.0,5.218522,0.817797,0.0
69.398605,418.494738,96.146735,1.287614,1.745851,0.640919,-10.0,5.507053,2.281179,7.454386,72.523783,10.0,2,70.702281,420.256514,96.760244,1.100721,2.108297,0.739531,0.0,5.226202,0.704079,0.0
71.130785,420.249656,96.775975,1.73218,1.754918,0.62924,-10.0,8.082453,-0.019215,1.675769,100.843271,10.0,2,72.87993,422.070509,97.365112,1.657459,1.826401,0.545134,0.0,5.254482,0.593461,0.0
72.749148,421.627342,97.512369,1.618363,1.377686,0.736394,-10.0,2.797006,-0.541238,9.170584,186.378,10.0,2,74.352307,423.036448,98.254719,1.774944,1.258011,0.454063,0.0,5.224931,0.803187,0.0
74.681262,423.019879,98.290387,1.932114,1.392537,0.778018,-10.0,4.989445,0.50603,13.68944,220.56302,10.0,2,76.666824,424.476545,99.067866,1.867969,1.391196,0.94795,0.0,5.25055,0.620371,0.0
76.583956,424.240964,98.860681,1.902694,1.221085,0.570294,-10.0,7.134155,13.067896,5.04634,241.941129,10.0,2,78.388111,425.515393,99.427353,1.834622,1.386087,0.666362,0.0,5.233164,0.535129,0.0
78.726493,425.557047,99.44915,2.142537,1.316083,0.588469,-10.0,7.870186,14.247206,1.381095,195.082386,10.0,2,80.958985,426.883162,100.039491,2.034191,1.243304,0.513968,0.0,5.258241,0.673671,0.0
81.091567,426.663581,99.968102,2.365074,1.106534,0.518952,-10.0,6.833599,6.078598,4.039988,53.011606,10.0,2,83.446867,427.734549,100.486223,2.613469,1.474898,0.578259,0.0,5.26622,0.682949,0.0
83.436958,427.740067,100.461615,2.345391,1.076486,0.493513,-10.0,7.362906,1.071923,1.410347,329.489377,10.0,2,85.856367,428.798521,100.937795,2.489872,1.020442,0.549591,0.0,5.26274,0.764769,0.0
85.643727,428.479403,100.84461,2.206769,0.739336,0.382995,-10.0,9.196002,9.908932,5.233276,281.722497,10.0,2,87.876251,429.246318,101.250119,2.236966,0.589301,0.342541,0.0,5.235863,0.849648,0.0
87.588885,429.560032,101.34316,1.945158,1.080629,0.49855,-10.0,1.835667,-2.539468,9.732136,46.945399,10.0,2,89.575177,430.759073,101.8352,1.608569,1.050403,0.582896,0.0,5.228034,0.651066,0.0
89.405623,430.87928,101.916172,1.816738,1.319248,0.573012,-10.0,0.771769,7.465417,1.632613,88.737309,10.0,2,91.207422,432.208763,102.515958,1.973495,1.720188,0.598953,0.0,5.231717,0.91349,0.0
91.198461,432.334265,102.544399,1.792838,1.454985,0.628227,-10.0,3.389071,-1.050125,1.997174,182.908993,10.0,2,93.029695,433.811584,103.17395,1.716163,1.661924,0.718292,0.0,5.239289,0.752962,0.0
92.95339,433.830191,103.115204,1.754929,1.495926,0.570805,-10.0,8.286672,15.931275,2.417657,82.323043,10.0,2,94.672457,435.326519,103.720465,1.667267,1.864296,0.465099,0.0,5.237558,0.778791,0.0
94.52109,435.283437,103.713028,1.5677,1.453246,0.597824,-10.0,10.762587,18.02234,7.672758,212.963351,10.0,2,96.08422,436.750518,104.308428,1.558598,1.304513,0.625991,0.0,5.221968,0.750255,0.0
96.167214,436.912899,104.236425,1.646124,1.629462,0.523397,-10.0,7.351056,-1.928692,8.524902,172.735265,10.0,2,97.819674,438.493789,104.773934,1.619358,1.239246,0.592904,0.0,5.237462,0.716402,0.0
97.640349,438.495752,104.866421,1.473135,1.582853,0.629996,-10.0,8.310865,6.190647,1.484074,9.767961,10.0,2,99.077429,440.094147,105.424481,1.361724,1.443861,0.531192,0.0,5.225221,0.788716,0.0
99.354058,440.261321,105.632372,1.713709,1.765569,0.765951,-10.0,8.01901,4.852529,2.148944,216.792044,10.0,2,100.948749,441.980712,106.339332,1.539712,2.049382,0.581099,0.0,5.257696,0.806221,0.0
100.753233,442.385756,106.390676,1.399175,2.124435,0.758304,-10.0,10.061228,14.938338,8.213531,176.772103,10.0,2,102.149425,444.487891,107.159425,1.416849,2.050099,0.822215,0.0,5.265442,0.631016,0.0
102.306429,444.364917,107.113084,1.553196,1.979161,0.722408,-10.0,6.794401,2.874636,2.090154,296.588088,10.0,2,103.901389,446.388864,107.822833,1.412133,1.967657,0.631401,0.0,5.261751,0.686183,0.0
104.021437,446.407652,108.124125,1.715008,2.042735,1.011041,-10.0,9.271762,13.967676,7.708172,337.782749,10.0,2,105.719817,448.509291,109.123666,1.526023,1.893109,1.085903,0.0,5.285241,0.971091,0.0
105.865475,448.481142,109.247985,1.844038,2.07349,1.12386,-10.0,9.642668,11.20966,5.261231,300.088915,10.0,2,107.810265,450.601694,110.319747,1.819457,1.867547,1.314488,0.0,5.299381,0.505495,0.0
107.734178,450.717413,110.404121,1.868703,2.236271,1.156136,-10.0,13.571389,17.398983,12.039469,47.97494,10.0,2,109.587027,452.900568,111.528973,2.080982,2.395707,1.096941,0.0,5.313522,0.391694,0.0
109.195376,453.388466,111.415716,1.461198,2.671053,1.011595,-10.0,8.494387,6.073513,3.369812,271.632601,10.0,2,110.662368,455.971825,112.435197,1.441464,2.83934,0.981228,0.0,5.320826,0.805136,0.0
107.656574,455.321081,111.347756,-1.538802,1.932615,-0.06796,-10.0,7.099526,7.200727,0.757909,283.462934,10.0,2,106.071903,457.21511,111.29794,-1.615089,1.687004,-0.061492,0.0,5.247134,0.707321,0.0
106.41916,456.866206,111.209102,-1.237414,1.545125,-0.138654,-10.0,11.806006,9.432183,3.703925,172.595074,10.0,2,105.202026,458.416492,111.022504,-1.389614,1.58227,-0.148166,0.0,5.19844,0.82463,0.0
105.250664,458.562757,111.120457,-1.168496,1.696551,-0.088645,-10.0,4.607975,15.02559,2.15073,134.831674,10.0,2,104.126906,460.295954,111.057948,-1.050269,1.816027,-0.322645,0.0,5.206192,0.668385,0.0
103.918184,460.152698,111.020154,-1.33248,1.589941,-0.100303,-10.0,11.838138,15.371372,1.436253,88.19585,10.0,2,102.645054,461.835847,110.858695,-1.105839,1.332021,-0.081723,0.0,5.207689,0.797927,0.0
102.575517,461.741663,110.954191,-1.342667,1.588965,-0.065963,-10.0,8.738383,-1.917228,2.517095,179.633604,10.0,2,101.23289,463.369028,110.873459,-1.027164,1.705716,-0.178072,0.0,5.208133,0.712125,0.0
101.38484,463.225251,110.977494,-1.190677,1.483588,0.023303,-10.0,11.606108,4.274762,1.022222,170.093044,10.0,2,100.190456,464.635147,110.988863,-1.164037,1.572624,0.181633,0.0,5.190244,0.898882,0.0
100.052713,464.422711,110.899823,-1.332127,1.19746,-0.077671,-10.0,11.213054,4.819249,6.084005,337.236538,10.0,2,98.625869,465.555505,110.820075,-1.212595,1.519846,-0.044223,0.0,5.17929,0.786485,0.0
98.788252,465.816787,110.784193,-1.264461,1.394076,-0.11563,-10.0,9.842933,17.673255,5.563926,295.027364,10.0,2,97.524426,467.227847,110.681497,-1.191458,1.442307,-0.199677,0.0,5.188565,0.855613,0.0
97.325676,467.237682,110.702884,-1.462576,1.420895,-0.081309,-10.0,13.443777,7.970695,4.461885,9.057162,10.0,2,95.912272,468.665402,110.65719,-1.227233,1.464044,-0.045938,0.0,5.204076,0.717927,0.0
95.935725,468.840489,110.556889,-1.389951,1.602807,-0.145995,-10.0,10.539241,17.579169,0.909398,266.848041,10.0,2,94.596808,470.449495,110.440555,-1.618525,1.717502,-0.07435,0.0,5.212656,0.826853,0.0
94.591646,470.392076,110.215154,-1.344079,1.551587,-0.341735,-10.0,15.077448,13.893761,1.123436,133.844325,10.0,2,93.258244,471.945896,109.850629,-1.444236,1.372176,-0.245822,0.0,5.208105,0.928329,0.0
93.287352,471.882295,109.921061,-1.304294,1.490219,-0.294093,-10.0,15.72318,21.045432,2.368253,76.455946,10.0,2,92.010946,473.396913,109.600872,-1.52143,1.556431,-0.184004,0.0,5.200211,0.736247,0.0
91.986257,473.003856,109.65101,-1.301095,1.121561,-0.270051,-10.0,13.056531,8.155487,2.105641,149.259405,10.0,2,90.653467,474.10203,109.382937,-1.524205,1.021745,-0.078401,0.0,5.173887,0.801025,0.0
90.268894,474.325696,109.279751,-1.717363,1.32184,-0.371259,-10.0,16.195861,19.762876,2.118942,121.95781,10.0,2,88.624149,475.599795,108.900316,-1.286502,1.090148,-0.291497,0.0,5.219873,0.818952,0.0
88.391391,476.016525,109.090987,-1.877503,1.690829,-0.188764,-10.0,9.908823,11.716878,4.571148,230.153371,10.0,2,86.372621,477.680935,108.906056,-1.946339,1.556614,-0.202111,0.0,5.253368,0.84115,0.0
86.654892,478.018026,108.848745,-1.736499,2.001501,-0.242242,-10.0,9.937845,14.071917,5.123855,174.678125,10.0,2,84.941599,480.020206,108.603508,-1.798128,1.98357,-0.095415,0.0,5.266085,0.694284,0.0
84.930668,480.29952,108.720896,-1.724224,2.281494,-0.127849,-10.0,11.107914,9.098839,0.706841,55.520086,10.0,2,83.238875,482.590044,108.593177,-1.519475,2.459471,0.062935,0.0,5.286261,0.79251,0.0
83.291884,483.03482,108.695646,-1.638784,2.7353,-0.02525,-10.0,14.833879,19.045917,7.73852,195.06071,10.0,2,81.515331,485.760382,108.621559,-1.6633,3.073223,-0.087652,0.0,5.318875,0.672748,0.0
81.851857,485.961353,108.674128,-1.440027,2.926533,-0.021518,-10.0,21.277255,32.161284,5.033879,152.444978,10.0,2,80.481839,488.873017,108.661335,-1.562868,3.129443,-0.08538,0.0,5.326171,0.638655,0.0
80.575183,488.920617,108.605707,-1.276674,2.959264,-0.068421,-10.0,14.083263,16.235884,1.508205,99.019103,10.0,2,79.272821,491.942316,108.475353,-1.52204,2.968393,-0.068918,0.0,5.322363,0.593229,0.0
79.490112,491.647315,108.645361,-1.085071,2.726698,0.039654,-10.0,16.526444,26.467965,1.805064,323.272498,10.0,2,78.46081,494.317097,108.715647,-1.369862,2.448234,0.123166,0.0,5.293493,0.629275,0.0
78.154559,494.179601,108.800332,-1.335553,2.532286,0.154971,-10.0,16.168275,20.561338,1.973723,245.515466,10.0,2,76.825011,496.661753,108.936044,-1.504381,2.410491,0.309591,0.0,5.286709,0.873228,0.0
76.687282,496.543471,108.858342,-1.467277,2.36387,0.05801,-10.0,19.278448,23.977591,2.608772,241.975949,10.0,2,75.201418,498.96226,108.891758,-1.35,2.370263,0.07554,0.0,5.278283,0.71858,0.0
75.099158,499.184833,109.055755,-1.588124,2.641362,0.197413,-10.0,16.491884,12.736483,4.639035,128.442906,10.0,2,73.489539,501.837074,109.264683,-1.267184,2.681076,0.142452,0.0,5.308835,0.725513,0.0
73.886985,500.0,109.311635,-1.212173,2.715809,0.25588,-10.0,18.824534,5.226606,8.186942,71.799823,10.0,2,72.735958,502.736041,109.612456,-1.218401,2.701902,0.277427,0.0,5.298504,1.0,0.0
72.506691,500.0,109.582772,-1.380294,2.797277,0.271137,-10.0,19.039014,25.749012,5.562668,322.286956,10.0,2,71.112839,502.84235,109.834146,-1.390649,2.657013,0.267303,0.0,5.313105,0.65354,0.0
71.060472,500.0,109.892459,-1.446219,3.062725,0.309687,-10.0,12.985857,14.497546,5.625475,47.756347,10.0,2,69.578449,503.106101,110.211036,-1.525575,3.171106,0.272828,0.0,5.340114,0.748751,0.0
69.724054,500.0,110.158534,-1.336418,3.33209,0.266075,-10.0,21.843295,23.589428,6.247688,56.534643,10.0,2,68.465362,503.415321,110.457308,-1.383484,3.274879,0.164259,0.0,5.359995,0.719707,0.0
68.495325,500.0,110.387183,-1.228729,3.118321,0.228649,-10.0,17.123369,27.861064,0.592841,348.121906,10.0,2,67.291658,503.184998,110.612806,-1.376234,3.099132,0.056764,0.0,5.335946,0.890749,0.0
67.115555,500.0,110.61749,-1.37977,2.990412,0.230307,-10.0,22.173661,17.130665,3.651837,316.860387,10.0,2,65.719891,502.890513,110.820714,-1.538167,3.324491,0.275557,0.0,5.330142,0.768571,0.0
65.633315,500.0,110.815156,-1.48224,2.753836,0.197666,-10.0,18.467667,23.416373,8.296033,108.696578,10.0,2,64.093613,502.828752,111.015121,-1.515812,2.788802,0.100674,0.0,5.313364,0.639958,0.0
64.522902,500.0,110.973886,-1.110413,2.531202,0.15873,-10.0,23.259488,27.184274,3.344677,209.376006,10.0,2,63.462016,502.558405,111.095519,-1.405782,2.592917,0.287312,0.0,5.276861,0.7927,0.0
63.200671,500.0,111.246827,-1.322231,2.544671,0.272941,-10.0,21.481062,19.2326,4.621996,332.019258,10.0,2,61.93916,502.49765,111.525704,-1.16204,2.902538,0.295604,0.0,5.288065,0.873705,0.0
61.766355,500.0,111.397959,-1.434316,3.097955,0.151132,-10.0,22.686957,26.030403,17.996063,260.539449,10.0,2,60.311839,503.105907,111.560999,-1.532009,3.379174,0.164146,0.0,5.341723,0.631695,0.0
60.001771,500.0,111.608722,-1.764584,2.828687,0.210763,-10.0,23.004427,29.147984,1.680864,250.922345,10.0,2,58.270371,502.800416,111.795081,-1.865743,2.763415,0.174047,0.0,5.334061,0.875585,0.0
58.194441,500.0,111.890161,-1.80733,2.977343,0.281439,-10.0,20.121734,17.932891,1.634446,321.222014,10.0,2,56.455095,502.978141,112.179595,-1.631467,2.849427,0.265966,0.0,5.349431,0.927967,0.0
56.168116,500.0,112.260793,-2.026325,2.806071,0.370632,-10.0,21.364979,23.879832,1.184844,318.635033,10.0,2,54.165888,502.791942,112.664351,-2.073451,2.764741,0.370225,0.0,5.348101,0.698831,0.0
54.112,500.0,112.58229,-2.056116,3.135065,0.321497,-10.0,28.978269,29.239114,1.85468,7.069751,10.0,2,52.028521,503.038243,112.906454,-1.845809,3.141283,0.401778,0.0,5.376293,0.799216,0.0
51.859936,500.0,113.092465,-2.252064,3.311641,0.510175,-10.0,18.759539,14.330074,15.312706,329.75802,10.0,2,49.700869,503.285123,113.607129,-2.063911,2.654508,0.403833,0.0,5.403721,0.815275,0.0
49.817801,500.0,113.74779,-2.042135,3.123742,0.655325,-10.0,24.314477,26.380358,1.637645,328.931214,10.0,2,47.683287,503.12786,114.348903,-1.928619,2.92801,0.639372,0.0,5.378913,0.707209,0.0
47.617645,500.0,114.42157,-2.200156,3.174984,0.67378,-10.0,17.371625,27.927838,3.506051,115.910496,10.0,2,45.374966,503.218042,115.081294,-2.132516,3.423601,0.745105,0.0,5.392112,0.781448,0.0
45.425504,500.0,114.988072,-2.192141,3.337203,0.566502,-10.0,21.228062,26.366863,8.698344,272.409464,10.0,2,43.183759,503.333739,115.558821,-2.104877,3.278891,0.523306,0.0,5.403278,0.774742,0.0
43.276456,500.0,115.420801,-2.149048,3.587084,0.432729,-10.0,25.844339,30.240339,5.849154,39.119824,10.0,2,41.112225,503.625214,115.835257,-2.418132,3.584473,0.50023,0.0,5.420391,0.814975,0.0
41.142115,500.0,115.820136,-2.134341,3.789948,0.399335,-10.0,23.153472,28.06834,2.082399,270.421018,10.0,2,38.942375,503.723702,116.23986,-2.216092,3.962247,0.393693,0.0,5.43679,0.833334,0.0
39.130398,500.0,116.291494,-2.011717,3.689755,0.471358,-10.0,15.819747,15.548977,13.92484,16.574543,10.0,2,37.10811,503.704482,116.771704,-1.944,3.474346,0.446319,0.0,5.422889,0.603322,0.0
